SL/NO,State,District,Sub-district,Code Number
443,BR,JAMSHEDPUR,BAHARAGORA,6594
444,BR,JAMSHEDPUR,CHAIBASA,6582
445,BR,JAMSHEDPUR,CHAKARDHARPUR,6587
446,BR,JAMSHEDPUR,CHANDIL,6591
447,BR,JAMSHEDPUR,GHATSILA,6585
448,BR,JAMSHEDPUR,JAGARNATHPUR,6588
449,BR,JAMSHEDPUR,JAMSHEDPUR,657
450,BR,JAMSHEDPUR,JHINKPANI,6589
451,BR,JAMSHEDPUR,KHARSAWA,6583
452,BR,JAMSHEDPUR,MANOHARPUR,6593
453,BR,JAMSHEDPUR,NOAMUNDI,6596
454,BR,JAMSHEDPUR,SARAIKELA (ADSTYAPUR),6597
455,BR,RANCHI,BASIA,6533
456,BR,RANCHI,BOLWA,6539
457,BR,RANCHI,BUNDU,6530
458,BR,RANCHI,CHAINPUR,6535
459,BR,RANCHI,GHAGHRA,6523
460,BR,RANCHI,GUMLA,6524
461,BR,RANCHI,ITKI,6529
462,BR,RANCHI,KHUNTI,6528
463,BR,RANCHI,KOLEBIRA,6527
464,BR,RANCHI,LOHARDAGA,6526
465,BR,RANCHI,MANDAR,6531
466,BR,RANCHI,MURI,6522
467,BR,RANCHI,PALKOT,6536
468,BR,RANCHI,RANCHI,651
469,BR,RANCHI,SIMDEGA,6525
470,BR,RANCHI,TORPA,6538
471,BY,MUMBAI,MUMBAI,22
472,BY,MUMBAI,NAVI MUMBAI (TURBHE),215
473,GJ,AHMEDABAD,AHEMDABAD LOCAL,79
474,GJ,AHMEDABAD,BAREJA,2718
475,GJ,AHMEDABAD,BARWALA,2711
476,GJ,AHMEDABAD,DEHGAM,2716
477,GJ,AHMEDABAD,DHANDHUKA,2713
478,GJ,AHMEDABAD,DHOLKA,2714
479,GJ,AHMEDABAD,GANDHI NAGAR,2712
480,GJ,AHMEDABAD,SANAND,2717
481,GJ,AHMEDABAD,VIRAMGAM,2715
482,GJ,AMRELI,AMRELI,2792
483,GJ,AMRELI,BABRA,2791
484,GJ,AMRELI,DAMNAGAR,2793
485,GJ,AMRELI,DHARI,2797
486,GJ,AMRELI,KUNKAWAV,2796
487,GJ,AMRELI,RAJULA,2794
488,GJ,AMRELI,SAVARKUNDLA,2845
489,GJ,BHARUCH,AMOD,2641
490,GJ,BHARUCH,ANKLESHWAR,2646
491,GJ,BHARUCH,BHARUCH,2642
492,GJ,BHARUCH,DEDIAPADA,2649
493,GJ,BHARUCH,JAMBUSAR,2644
494,GJ,BHARUCH,JHAGADIA,2645
495,GJ,BHARUCH,RAJPIPLA,2640
496,GJ,BHARUCH,VALIA,2643
497,GJ,BHAVNAGAR,BHAVNAGAR,278
498,GJ,BHAVNAGAR,BOTAD,2849
499,GJ,BHAVNAGAR,GADHADA,2847
500,GJ,BHAVNAGAR,GARIADHAR,2843
501,GJ,BHAVNAGAR,MAHUVA,2844
502,GJ,BHAVNAGAR,PALITANA,2848
503,GJ,BHAVNAGAR,SIHOR,2846
504,GJ,BHAVNAGAR,TALAJA,2842
505,GJ,BHAVNAGAR,VALLABHIPUR,2841
506,GJ,BHUJ,ANJAR (GANDHIDHAM),2836
507,GJ,BHUJ,BHACHAV,2837
508,GJ,BHUJ,BHUJ,2832
509,GJ,BHUJ,GOGODAR,2806
510,GJ,BHUJ,KHAVDA,2803
511,GJ,BHUJ,KUTCHMANDVI,2834
512,GJ,BHUJ,LAKHPAT,2839
513,GJ,BHUJ,MUNDRA,2838
514,GJ,BHUJ,NAKHATRANA,2835
515,GJ,BHUJ,NALIA,2831
516,GJ,BHUJ,RAHPAR,2830
517,GJ,BHUJ,SUMRASAR,2808
518,GJ,GODHRA,DAHOD,2673
519,GJ,GODHRA,DEVGADHBARIA,2678
520,GJ,GODHRA,GODHRA,2672
521,GJ,GODHRA,HALOL,2676
522,GJ,GODHRA,JHALOD,2679
523,GJ,GODHRA,LIMKHEDA,2677
524,GJ,GODHRA,LUNAVADA,2674
525,GJ,GODHRA,SANTRAMPUR,2675
526,GJ,GODHRA,SHEHRA,2670
527,GJ,HIMATNAGAR,BAYAD,2779
528,GJ,HIMATNAGAR,BHILODA,2771
529,GJ,HIMATNAGAR,HIMATNAGAR,2772
530,GJ,HIMATNAGAR,IDAR,2778
531,GJ,HIMATNAGAR,KHEDBRAHMA,2775
532,GJ,HIMATNAGAR,MALPUR,2773
533,GJ,HIMATNAGAR,MODASA,2774
534,GJ,HIMATNAGAR,PRANTIJ,2770
535,GJ,JAMNAGAR,BHANVAD,2896
536,GJ,JAMNAGAR,DHROL,2897
537,GJ,JAMNAGAR,JAMJODHPUR,2898
538,GJ,JAMNAGAR,JAMKALYANPUR,2891
539,GJ,JAMNAGAR,JAMNAGAR,288
540,GJ,JAMNAGAR,JODIA,2893
541,GJ,JAMNAGAR,KALAWAD,2894
542,GJ,JAMNAGAR,KHAMBHALIA,2833
543,GJ,JAMNAGAR,LALPUR,2895
544,GJ,JAMNAGAR,OKHA,2892
545,GJ,JUNAGARH,JUNAGARH,285
546,GJ,JUNAGARH,KESHOD,2871
547,GJ,JUNAGARH,KODINAR,2795
548,GJ,JUNAGARH,KUTIYANA,2804
549,GJ,JUNAGARH,MALIA-HATINA,2870
550,GJ,JUNAGARH,MANAVADAR,2874
551,GJ,JUNAGARH,MANGROL,2878
552,GJ,JUNAGARH,PORBANDER,286
553,GJ,JUNAGARH,RANAVAV,2801
554,GJ,JUNAGARH,TALALA,2877
555,GJ,JUNAGARH,UNA-DIU,2875
556,GJ,JUNAGARH,VANTHALI,2872
557,GJ,JUNAGARH,VERAVAL,2876
558,GJ,JUNAGARH,VISAVADAR,2873
559,GJ,MEHSANA,CHANASMA,2734
560,GJ,MEHSANA,HARIJ,2733
561,GJ,MEHSANA,KALOL,2764
562,GJ,MEHSANA,KHERALU,2761
563,GJ,MEHSANA,MEHSANA,2762
564,GJ,MEHSANA,PATAN,2766
565,GJ,MEHSANA,SIDHPUR,2767
566,GJ,MEHSANA,VIJAPUR,2763
567,GJ,MEHSANA,VISNAGAR,2765
568,GJ,NADIAD,ANAND,2692
569,GJ,NADIAD,BALASINOR,2690
570,GJ,NADIAD,BORSAD,2696
571,GJ,NADIAD,KAPAD WANJ,2691
572,GJ,NADIAD,KHAMBAT,2698
573,GJ,NADIAD,KHEDA,2694
574,GJ,NADIAD,NADIAD,268
575,GJ,NADIAD,RETLAD,2697
576,GJ,NADIAD,THASRA,2699
577,GJ,PALANPUR,DANTA,2749
578,GJ,PALANPUR,DEESA,2744
579,GJ,PALANPUR,DEODAR,2735
580,GJ,PALANPUR,DHANERA,2748
581,GJ,PALANPUR,PALANPUR,2742
582,GJ,PALANPUR,RADHANPUR,2746
583,GJ,PALANPUR,SANTALPUR,2738
584,GJ,PALANPUR,THARA,2747
585,GJ,PALANPUR,THARAD,2737
586,GJ,PALANPUR,VADGAM,2739
587,GJ,PALANPUR,VAV,2740
588,GJ,RAJKOT,DHORAJI,2824
589,GJ,RAJKOT,GONDAL,2825
590,GJ,RAJKOT,JASDAN,2821
591,GJ,RAJKOT,JETPUR,2823
592,GJ,RAJKOT,KOTDASANGHANI,2827
593,GJ,RAJKOT,MALIYA MIYANA,2829
594,GJ,RAJKOT,MORVI,2822
595,GJ,RAJKOT,PADDHARI,2820
596,GJ,RAJKOT,RAJKOT,281
597,GJ,RAJKOT,UPLETA,2826
598,GJ,RAJKOT,WANKANER,2828
599,GJ,SURAT,BARDOLI,2622
600,GJ,SURAT,FORTSONGADH,2624
601,GJ,SURAT,M.M.MANGROL,2629
602,GJ,SURAT,MANDVI,2623
603,GJ,SURAT,NIZAR,2628
604,GJ,SURAT,SAYAN,2621
605,GJ,SURAT,SURAT,261
606,GJ,SURAT,VALOD,2625
607,GJ,SURAT,VYARA,2626
608,GJ,SURENDRANAGAR,CHOTILA,2751
609,GJ,SURENDRANAGAR,DASADA,2757
610,GJ,SURENDRANAGAR,DHRANGADHRA,2754
611,GJ,SURENDRANAGAR,HALVAD,2758
612,GJ,SURENDRANAGAR,LAKHTAR,2759
613,GJ,SURENDRANAGAR,LIMBDI,2753
614,GJ,SURENDRANAGAR,MULI,2756
615,GJ,SURENDRANAGAR,SAYLA,2755
616,GJ,SURENDRANAGAR,SURENDRANAGAR,2752
617,GJ,VADODARA,CHHOTA UDAIPUR,2669
618,GJ,VADODARA,DABHOI,2663
619,GJ,VADODARA,MIYAGAM,2666
620,GJ,VADODARA,NASWADI,2661
621,GJ,VADODARA,PADRA,2662
622,GJ,VADODARA,PAVIJETPUR,2664
623,GJ,VADODARA,SANKHEDA,2665
624,GJ,VADODARA,SAVLI,2667
625,GJ,VADODARA,VADODARA,265
626,GJ,VADODARA,WAGHODIA,2668
627,GJ,VALSAD,AHWA,2631
628,GJ,VALSAD,BANSADA,2630
629,GJ,VALSAD,BILLIMORA,2634
630,GJ,VALSAD,DHARAMPUR,2633
631,GJ,VALSAD,NAVSARI,2637
632,GJ,VALSAD,VALSAD,2632
633,GJ,VALSAD,VAPI,260
634,HA,AMBALA,AMBALA,171
635,HA,AMBALA,BARARA,1731
636,HA,AMBALA,CHAAHARAULI,1735
637,HA,AMBALA,JAGADHARI,1732
638,HA,AMBALA,KALKA,1733
639,HA,AMBALA,NARAINGARH,1734
640,HA,GURGAON,FARIDABAD,129
641,HA,GURGAON,FEROJPUR,1268
642,HA,GURGAON,GURGAON,124
643,HA,GURGAON,NUH,1267
644,HA,GURGAON,PALWAL,1275
645,HA,HISSAR,ADAMPUR MANDI,1669
646,HA,HISSAR,BARWALA,1693
647,HA,HISSAR,DABWALI,1668
648,HA,HISSAR,ELLENABAD,1698
649,HA,HISSAR,FATEHABAD,1667
650,HA,HISSAR,HANSI,1663
651,HA,HISSAR,HISSAR,1662
652,HA,HISSAR,KALANWALI,1696
653,HA,HISSAR,RATIA,1697
654,HA,HISSAR,SIRSA,1666
655,HA,HISSAR,TOHANA,1692
656,HA,JIND,JIND,1681
657,HA,JIND,JULANA,1683
658,HA,JIND,NARWANA,1684
659,HA,JIND,SAFIDON,1686
660,HA,KARNAL,ASSANDH,1749
661,HA,KARNAL,CHEEKA,1743
662,HA,KARNAL,GHARAUNDA,1748
663,HA,KARNAL,KAITHAL,1746
664,HA,KARNAL,KARNAL,184
665,HA,KARNAL,KURUKSHETRA,1744
666,HA,KARNAL,NILOKHERI,1745
667,HA,KARNAL,PANIPAT,180
668,HA,KARNAL,PEHOWA,1741
669,HA,NARNAUL,BAWAL,1284
670,HA,NARNAUL,JATUSANA,1281
671,HA,NARNAUL,KOSLI,1259
672,HA,NARNAUL,MOHINDERGARH,1285
673,HA,NARNAUL,NARNAUL,1282
674,HA,NARNAUL,REWARI,1274
675,HA,ROHTAK,BAHADURGARH,1276
676,HA,ROHTAK,BAWANIKHERA,1254
677,HA,ROHTAK,BHIWANI,1664
678,HA,ROHTAK,CHARKHIDADRI,1250
679,HA,ROHTAK,JHAJJAR,1251
680,HA,ROHTAK,KALANAUR,1258
681,HA,ROHTAK,LOHARU,1252
682,HA,ROHTAK,MEHAM,1257
683,HA,ROHTAK,ROHTAK,1262
684,HA,ROHTAK,SIWANI,1255
685,HA,ROHTAK,TOHSHAM,1253
686,HA,SONIPAT,GOHANA,1263
687,HA,SONIPAT,SONIPAT,130
688,HP,HAMIRPUR,AMB,1976
689,HP,HAMIRPUR,BILASPUR,1978
690,HP,HAMIRPUR,HAMIRPUR,1972
691,HP,HAMIRPUR,UNA,1975
692,HP,KANDRA (DHARAMSALA),PANGI (KILLAR),1897
693,HP,KANGRA (DHARAMSALA),BHARMOUR,1895
694,HP,KANGRA (DHARAMSALA),CHAMBA,1899
695,HP,KANGRA (DHARAMSALA),CHURAH (TISSA),1896
696,HP,KANGRA (DHARAMSALA),DEHRA GOPIPUR,1970
697,HP,KANGRA (DHARAMSALA),KANGRA (DHARAMSALA),1892
698,HP,KANGRA (DHARAMSALA),NURPUR,1893
699,HP,KANGRA (DHARAMSALA),PALAMPUR,1894
700,HP,KULLU,BANJAR,1903
701,HP,KULLU,KULLU,1902
702,HP,KULLU,LAHUL (KEYLONG),1900
703,HP,KULLU,NIRMAND,1904
704,HP,KULLU,SPITI (KAZA),1906
705,HP,KULLU,UDAIPUR,1909
706,HP,MANDI,JOGINDERNAGAR 705,1908
707,HP,MANDI,MANDI,1905
708,HP,MANDI,SUNDERNAGAR,1907
709,HP,SHIMLA,KALPA,1786
710,HP,SHIMLA,POOH,1785
711,HP,SHIMLA,RAMPUR BUSHAHAR,1782
712,HP,SHIMLA,ROHRU,1781
713,HP,SHIMLA,SHIMLA,177
714,HP,SHIMLA,THEOG,1783
715,HP,SOLAN,ARKI,1796
716,HP,SOLAN,NAHAN,1702
717,HP,SOLAN,NALAGARH,1795
718,HP,SOLAN,PAONTA,1704
719,HP,SOLAN,RAJGARH,1799
720,HP,SOLAN,SOLAN,1792
721,JK,JAMMU,AKHNOOR,1924
722,JK,JAMMU,BASHOLI,1921
723,JK,JAMMU,JAMMU,191
724,JK,JAMMU,KATHUA,1922
725,JK,JAMMU,SAMBA,1923
726,JK,LEH,KARGIL,1985
727,JK,LEH,LEH,1982
728,JK,LEH,NOBRA,1980
729,JK,LEH,NYOMA,1981
730,JK,LEH,ZANASKAR,1983
731,JK,RAJOURI,KALAKOT,1964
732,JK,RAJOURI,NOWSHERA,1960
733,JK,RAJOURI,POONCH,1965
734,JK,RAJOURI,RAJOURI,1962
735,JK,SRINAGAR,ANANTNAG,1932
736,JK,SRINAGAR,BADGAM,1951
737,JK,SRINAGAR,BANDIPUR,1957
738,JK,SRINAGAR,BARAMULLA,1952
739,JK,SRINAGAR,KARNAH,1958
740,JK,SRINAGAR,KULGAM,1931
741,JK,SRINAGAR,KUPWARA,1955
742,JK,SRINAGAR,PAHALGAM,1936
743,JK,SRINAGAR,PULWAMA,1933
744,JK,SRINAGAR,SOPORE,1954
745,JK,SRINAGAR,SRINAGAR,194
746,JK,SRINAGAR,URI,1956
747,JK,UDHAMPUR,BEDARWAH,1997
748,JK,UDHAMPUR,DODA,1996
749,JK,UDHAMPUR,KISHTWAR,1995
750,JK,UDHAMPUR,MAHORE,1999
751,JK,UDHAMPUR,RAMBAN,1998
752,JK,UDHAMPUR,RAMNAGAR,1990
753,JK,UDHAMPUR,REASI,1991
754,JK,UDHAMPUR,UDHAMPUR,1992
755,KL,ALLEPPY,ALLEPPEY,477
756,KL,ALLEPPY,MAVELIKKARA,479
757,KL,ALLEPPY,SHERTALLAI,478
758,KL,CALICUT (KOZHIKODE),BADAGARA,496
759,KL,CALICUT (KOZHIKODE),CALICUT,495
760,KL,CALICUT (KOZHIKODE),KALPETTA,4936
761,KL,CALICUT (KOZHIKODE),MANANTHODY,4935
762,KL,CALICUT (KOZHIKODE),MANJERI,483
763,KL,CALICUT (KOZHIKODE),NILAMBUR,4931
764,KL,CALICUT (KOZHIKODE),PERINTHALMANNA,4933
765,KL,CALICUT (KOZHIKODE),TIRUR,494
766,KL,CANNANORE,CANNANORE,497
767,KL,CANNANORE,KANHANGAD,4997
768,KL,CANNANORE,KASARGODE,4994
769,KL,CANNANORE,PAYYANUR,4985
770,KL,CANNANORE,TALIPARAMBA,4982
771,KL,CANNANORE,TELLICHERRY,490
772,KL,CANNANORE,UPPALA,4998
773,KL,ERNAKULAM,ADIMALY,4864
774,KL,ERNAKULAM,ERNAKULAM,484
775,KL,ERNAKULAM,MUNNAR,4865
776,KL,ERNAKULAM,MUVATTUPUZHA,485
777,KL,ERNAKULAM,NEDUMGANDAM,4868
778,KL,ERNAKULAM,PEERMEDU,4869
779,KL,ERNAKULAM,THODUPUZHA,4862
780,KL,KAVARATHY,AGATHY,4894
781,KL,KAVARATHY,AMINI,4891
782,KL,KAVARATHY,ANDROTH,4893
783,KL,KAVARATHY,BITRA,4890
784,KL,KAVARATHY,CHETLAT,4899
785,KL,KAVARATHY,KADAMATH,4897
786,KL,KAVARATHY,KALPENI,4895
787,KL,KAVARATHY,KAVARATHY,4896
788,KL,KAVARATHY,KILTAN,4898
789,KL,KAVARATHY,MINICOY,4892
790,KL,KOTTAYAM,KANJIRAPALLY,4828
791,KL,KOTTAYAM,KOTTAYAM,481
792,KL,KOTTAYAM,PALAI,4822
793,KL,KOTTAYAM,VAIKOM,4829
794,KL,PALGHAT,ALATHUR,4922
795,KL,PALGHAT,KODUVAYUR,4923
796,KL,PALGHAT,MANNARGHAT,4924
797,KL,PALGHAT,PALGHAT,491
798,KL,PALGHAT,SHORANUR,4926
799,KL,QUILON,KARUNAGAPALLY,476
800,KL,QUILON,PUNALUR,475
801,KL,QUILON,QUILON,474
802,KL,THIRUVANANTHAPURAM,ATTINGAL,470
803,KL,THIRUVANANTHAPURAM,NEDUMANDAD,4728
804,KL,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,471
805,KL,TIRUVALLA,ADOOR,4734
806,KL,TIRUVALLA,PATHANAMTHITTA,4733
807,KL,TIRUVALLA,RANNI,4735
808,KL,TIRUVALLA,TIRUVALLA,469
809,KL,TRICHUR,IRINJALAKUDA,480
810,KL,TRICHUR,KUNNAMKULAM,4885
811,KL,TRICHUR,TRICHUR,487
812,KL,TRICHUR,VADAKKANCHERY,4884
813,KT,BANGALORE,ANEKAL,8110
814,KT,BANGALORE,BANGALORE,80
815,KT,BANGALORE,CHANNAPATNA,8113
816,KT,BANGALORE,DODDABALLAPUR,8119
817,KT,BANGALORE,HOSAKOTE,8111
818,KT,BANGALORE,KANAKAPURA,8117
819,KT,BANGALORE,NELAMANGALA,8118
820,KT,BELGAUM,AINAPUR,8339
821,KT,BELGAUM,ATHANI,8289
822,KT,BELGAUM,BAILHONGAL,8288
823,KT,BELGAUM,BELGAUM,831
824,KT,BELGAUM,CHIKKODI,8338
825,KT,BELGAUM,GOKAK,8332
826,KT,BELGAUM,HUKKERI (SANKESHWAR),8333
827,KT,BELGAUM,KHANAPUR,8336
828,KT,BELGAUM,MUDALGI,8334
829,KT,BELGAUM,MURUGOD,8337
830,KT,BELGAUM,RAIBAG (KUDCHI),8331
831,KT,BELGAUM,RAMDURG,8335
832,KT,BELGAUM,SAUNDATTI,8330
833,KT,BELLARY,BELLARY,8392
834,KT,BELLARY,H.B.HALLI,8397
835,KT,BELLARY,HARAPANAHALLI,8398
836,KT,BELLARY,HOSPET,8394
837,KT,BELLARY,HUVINAHADAGALI,8399
838,KT,BELLARY,KUDLIGI,8391
839,KT,BELLARY,KURUGODU,8393
840,KT,BELLARY,SANDUR,8395
841,KT,BELLARY,SIRUGUPPA,8396
842,KT,BIDAR,AURAD,8485
843,KT,BIDAR,BASAVAKALYAN,8481
844,KT,BIDAR,BHALKI,8484
845,KT,BIDAR,BIDAR,8482
846,KT,BIDAR,HUMNABAD,8483
847,KT,BIJAPUR,BABLESHWAR,8355
848,KT,BIJAPUR,BADAMI,8357
849,KT,BIJAPUR,BAGALKOT,8354
850,KT,BIJAPUR,BASAVANABAGEWADI,8358
851,KT,BIJAPUR,BIJAPUR,8352
852,KT,BIJAPUR,BILIGI,8425
853,KT,BIJAPUR,CHADCHAN,8422
854,KT,BIJAPUR,DEVARAHIPPARGI,8424
855,KT,BIJAPUR,HUNGUND,8351
856,KT,BIJAPUR,INDI,8359
857,KT,BIJAPUR,JAMKHANDI,8353
858,KT,BIJAPUR,MUDDEBIHAL,8356
859,KT,BIJAPUR,MUDHOL,8350
860,KT,BIJAPUR,SINDAGI,8488
861,KT,BIJAPUR,TELGI,8426
862,KT,CHIKMAGALUR,CHIKMAGALUR,8262
863,KT,CHIKMAGALUR,KADUR,8267
864,KT,CHIKMAGALUR,KOPPA,8265
865,KT,CHIKMAGALUR,MUDIGERE,8263
866,KT,CHIKMAGALUR,NARSIMHARAJAPUR,8266
867,KT,CHIKMAGALUR,TARIKERE,8261
868,KT,DAKSHIN KANADA,BANTWAL,8255
869,KT,DAKSHIN KANADA (MANGALORE),BELTHANGADY,8256
870,KT,DAKSHIN KANADA,HEBRI,8253
871,KT,DAKSHIN KANADA (MANGALORE),KARKALA,8258
872,KT,DAKSHIN KANADA,KUNDAPUR,8254
873,KT,DAKSHIN KANADA (MANGALORE),MANGALORE,824
874,KT,DAKSHIN KANADA,PUTTUR,8251
875,KT,DAKSHIN KANADA (MANGALORE),SHANKARNARAYANA,8259
876,KT,DAKSHIN KANADA,SULLIA,8257
877,KT,DAKSHIN KANADA (MANGALORE),UDUPI,820
878,KT,DEVANGERE,CHALLAKERE,8195
879,KT,DEVANGERE,CHITRADURGA,8194
880,KT,DEVANGERE,DAVANGERE,8192
881,KT,DEVANGERE,HIRIYUR,8193
882,KT,DEVANGERE,HOLALKERE,8191
883,KT,DEVANGERE,HOSADURGA,8199
884,KT,DEVANGERE,JAGALUR,8196
885,KT,DEVANGERE,MOLKALMURU,8198
886,KT,DEVANGERE,TALLAK,8190
887,KT,GULBARGA,AFZALPUR,8470
888,KT,GULBARGA,ALAND,8477
889,KT,GULBARGA,CHINCHOLI,8475
890,KT,GULBARGA,CHITTAPUR,8474
891,KT,GULBARGA,GULBARGA,8472
892,KT,GULBARGA,HUNSAGI,8444
893,KT,GULBARGA,JEWARGI,8442
894,KT,GULBARGA,KAMALAPUR,8478
895,KT,GULBARGA,MASHAL,8471
896,KT,GULBARGA,NIMBURGA,8440
897,KT,GULBARGA,SEDAM,8441
898,KT,GULBARGA,SHAHAPUR,8479
899,KT,GULBARGA,SHORAPUR,8443
900,KT,GULBARGA,WADI,8476
901,KT,GULBARGA,YADGIRI,8473
902,KT,HASSAN,ALUR,8170
903,KT,HASSAN,ARSIKERE,8174
904,KT,HASSAN,BELUR,8177
905,KT,HASSAN,CANNARAYAPATNA,8176
906,KT,HASSAN,HASSAN,8172
907,KT,HASSAN,HOLENARASIPUR,8175
908,KT,HASSAN,SAKLESHPUR,8173
909,KT,HUBLI,GADAG,8372
910,KT,HUBLI,HANGAL,8379
911,KT,HUBLI,HAVERI,8375
912,KT,HUBLI,HIREKERUR,8376
913,KT,HUBLI,HUBLI,836
914,KT,HUBLI,KALGHATAGI,8370
915,KT,HUBLI,KUNDGOL,8304
916,KT,HUBLI,MUNDARGI,8371
917,KT,HUBLI,NARGUND,8377
918,KT,HUBLI,NAVALGUND,8380
919,KT,HUBLI,RANEBENNUR,8373
920,KT,HUBLI,RON,8381
921,KT,HUBLI,SAVANUR,8378
922,KT,HUBLI,SHIRAHATTI,8487
