SL/NO,State,District,Sub-district,Code Number
2238,TN,MADURAI,USILIAMPATTI,4552
2239,TN,MADURAI,VEDASANDUR,4551
2240,TN,NAGARCOIL,KUZHITHURAI,4651
2241,TN,NAGARCOIL,NAGERCOIL,4652
2242,TN,OOTY,GUDALUR,4262
2243,TN,OOTY,KOTAGIRI,4266
2244,TN,OOTY,OOTACAMUND,423
2245,TN,PONDICHERY,PONDICHERRY,413
2246,TN,SALEM,ATTUR,4282
2247,TN,SALEM,METTURDAM,4298
2248,TN,SALEM,NAMAKKAL,4286
2249,TN,SALEM,OMALUR,4290
2250,TN,SALEM,RASIPURAM,4287
2251,TN,SALEM,SALEM,427
2252,TN,SALEM,SANKAGIRI,4283
2253,TN,SALEM,TIRUCHENGODE,4288
2254,TN,SALEM,VALAPADY,4292
2255,TN,SALEM,VELUR,4268
2256,TN,SALEM,YERCAUD,4281
2257,TN,THANJAVUR,KARAIKAL,4368
2258,TN,THANJAVUR,KUMBAKONAM,435
2259,TN,THANJAVUR,MANNARGUDI,4367
2260,TN,THANJAVUR,MAYILADUTHURAI,4364
2261,TN,THANJAVUR,NAGAPATTINAM,4365
2262,TN,THANJAVUR,ORATHANAD,4372
2263,TN,THANJAVUR,PAPANASAM,4374
2264,TN,THANJAVUR,PATTUKOTTAI,4373
2265,TN,THANJAVUR,THANJAVUR,4362
2266,TN,THANJAVUR,THIRURAIPOONDI,4369
2267,TN,THANJAVUR,TIRUVARUR,4366
2268,TN,TIRUNELVELLI,AMBASAMUDRAM,4634
2269,TN,TIRUNELVELLI,NANGUNERI,4635
2270,TN,TIRUNELVELLI,SANKARAN KOIL,4636
2271,TN,TIRUNELVELLI,TENKASI,4633
2272,TN,TIRUNELVELLI,TIRUNELVELLI,462
2273,TN,TIRUNELVELLI,VALLIYOOR,4637
2274,TN,TRICHY,ARANTANGI,4371
2275,TN,TRICHY,ARAVAKURICHI,4320
2276,TN,TRICHY,ARIYALUR,4329
2277,TN,TRICHY,JAYAMKONDAN,4331
2278,TN,TRICHY,KARUR,4324
2279,TN,TRICHY,KEERANUR,4339
2280,TN,TRICHY,KULITHALAI,4323
2281,TN,TRICHY,MANAPARAI,4332
2282,TN,TRICHY,MUSIRI,4326
2283,TN,TRICHY,PERAMBALUR,4328
2284,TN,TRICHY,PONNAMARAVATHI,4333
2285,TN,TRICHY,PUDUKKOTTAI,4322
2286,TN,TRICHY,THURAIYURE,4327
2287,TN,TRICHY,TRICHY,431
2288,TN,TUTICORIN,KOVILPATTI,4632
2289,TN,TUTICORIN,SRIVAIKUNDAM,4630
2290,TN,TUTICORIN,TIRUCHENDUR,4639
2291,TN,TUTICORIN,TUTICORIN,461
2292,TN,TUTICORIN,VILATHIKULAM,4638
2293,TN,VELLORE,ARKONAM,4177
2294,TN,VELLORE,ARNI,4173
2295,TN,VELLORE,CHENGAM,4188
2296,TN,VELLORE,GUDIYATHAM,4171
2297,TN,VELLORE,POLUR,4181
2298,TN,VELLORE,RANIPET,4172
2299,TN,VELLORE,TIRUPATTUR,4179
2300,TN,VELLORE,TIRUVANNAMALAI,4175
2301,TN,VELLORE,TIRUVETTIPURAM,4182
2302,TN,VELLORE,VANIYAMBADI,4174
2303,TN,VELLORE,VELLORE,416
2304,TN,VELLORE,WANDIWASH,4183
2305,TN,VIRUDHUNAGAR,ARUPPUKOTTAI,4566
2306,TN,VIRUDHUNAGAR,RAJAPALAYAM,4563
2307,TN,VIRUDHUNAGAR,VIRUDHUNAGAR,4562
2308,UPE,ALLAHABAD,ALLAHABAD,532
2309,UPE,ALLAHABAD,BHARWARI,5331
2310,UPE,ALLAHABAD,KARCHHANA (SHANKERGARH),5333
2311,UPE,ALLAHABAD,MEJA (SIRSA),5334
2312,UPE,ALLAHABAD,PHOOLPUR,5332
2313,UPE,ALLAHABAD,SORAON,5335
2314,UPE,AZAMGARH,AZAMGARH,5462
2315,UPE,AZAMGARH,GHOSI,5461
2316,UPE,AZAMGARH,LALGANJ,5463
2317,UPE,AZAMGARH,MAUNATHBHANJAN,5464
2318,UPE,AZAMGARH,PHULPUR-I (PHULPUR),5460
2319,UPE,AZAMGARH,PHULPUR-II (ATRAWLIA),5465
2320,UPE,AZAMGARH,SAGRI,5466
2321,UPE,BAHRAICH,BAHRAICH-I (BAHRAILH),5252
2322,UPE,BAHRAICH,BAHRAICH-II (BHINGA),5250
2323,UPE,BAHRAICH,KAISARGANH-II (MAHASI),5255
2324,UPE,BAHRAICH,KAISARGANJ-I (KAISERGANJ),5251
2325,UPE,BAHRAICH,NANPARAH-II (MIHINPURWA),5254
2326,UPE,BAHRAICH,NANPARA-I (NANPARA),5253
2327,UPE,BALLIA,BALLIA-I (BALLIA),5498
2328,UPE,BALLIA,BALLIA-II (RANIGANJ),5496
2329,UPE,BALLIA,BANSDEEH,5494
2330,UPE,BALLIA,RASARA,5491
2331,UPE,BANDA,BABERU,5190
2332,UPE,BANDA,BANDA,5192
2333,UPE,BANDA,KARVI -I (KARVI),5198
2334,UPE,BANDA,KARVI-II (MANIKPUR),5194
2335,UPE,BANDA,MAU (RAJAPUR),5195
2336,UPE,BANDA,NARAINI (ATTARRA),5191
2337,UPE,BARABANKI,BARABANKI,5248
2338,UPE,BARABANKI,FATEHPUR,5240
2339,UPE,BARABANKI,HAIDERGARH,5244
2340,UPE,BARABANKI,RAMSANEHI GHAT,5241
2341,UPE,BASTI,BANSI,5545
2342,UPE,BASTI,BASTI,5542
2343,UPE,BASTI,DOMARIYAGANJ,5541
2344,UPE,BASTI,HARRAIYA,5546
2345,UPE,BASTI,KHALILABAD -I,5547
2346,UPE,BASTI,KHALILABAD-II (MEHDAWAL),5548
2347,UPE,BASTI,NAUGARH-I (TETRIBAZAR),5544
2348,UPE,BASTI,NAUGARH-II (BARHANI),5543
2349,UPE,DEORIA,CAPTANGANJ (KHADDA),5563
2350,UPE,DEORIA,CAPTANGANJ-I(CAPTANGANJ),5567
2351,UPE,DEORIA,DEORIA,5568
2352,UPE,DEORIA,PADRAUNA,5564
2353,UPE,DEORIA,SALEMPUR-I (SALEMPUR),5566
2354,UPE,DEORIA,SALEMPUR-II (BARHAJ),5561
2355,UPE,ETAWAH,AURAIYA,5683
2356,UPE,ETAWAH,BHARTHANA,5680
2357,UPE,ETAWAH,BIDHUNA,5681
2358,UPE,ETAWAH,ETAWAH,5688
2359,UPE,FAIZABAD,AKBARPUR-I (AKBARPUR),5271
2360,UPE,FAIZABAD,AKBARPUR-II (JALALPUR),5275
2361,UPE,FAIZABAD,BIKAPUR,5270
2362,UPE,FAIZABAD,FAIZABAD,5278
2363,UPE,FAIZABAD,TANDA-II (BASKHARI),5274
2364,UPE,FAIZABAD,TANDAI-I (TANDA),5273
2365,UPE,FARRUKHABAD,CHHIBRAMAU,5691
2366,UPE,FARRUKHABAD,FARRUKHABAD (FATEGARH),5692
2367,UPE,FARRUKHABAD,KAIMGANJ,5690
2368,UPE,FARRUKHABAD,KANNAUJ,5694
2369,UPE,FATEHPUR,BINDKI,5181
2370,UPE,FATEHPUR,FATEH-PUR-I (FATEHPUR),5180
2371,UPE,FATEHPUR,FATEHPUR-II (GAZIPUR),5183
2372,UPE,FATEHPUR,KHAGA,5182
2373,UPE,GHAZIPUR,GHAZIPUR,548
2374,UPE,GHAZIPUR,MOHAMDABAD,5493
2375,UPE,GHAZIPUR,SAIDPUR,5495
2376,UPE,GHAZIPUR,ZAMANIA,5497
2377,UPE,GONDA,BALARAMPUR-I (BALRAMPUR),5263
2378,UPE,GONDA,BALARAMPUR-II (TULSIPUR),5264
2379,UPE,GONDA,GONDA,5262
2380,UPE,GONDA,TARABGANJ-I (TERABGANJ),5260
2381,UPE,GONDA,TARABGANJ-II (COLONELGANJ),5261
2382,UPE,GONDA,UTRAULA,5265
2383,UPE,GORAKHPUR,BANSGAON -I (BANSGAON),5525
2384,UPE,GORAKHPUR,BANSGAON-II (BARHAL GANJ),5521
2385,UPE,GORAKHPUR,GORAKHPUR,551
2386,UPE,GORAKHPUR,MAHARAJGANJ,5523
2387,UPE,GORAKHPUR,PHARENDA-I (COMPIERGANJ),5522
2388,UPE,GORAKHPUR,PHARENDA-II (ANAND NAGAR),5524
2389,UPE,HAMIRPUR,CHARKHARI,5283
2390,UPE,HAMIRPUR,HAMIRPUR,5282
2391,UPE,HAMIRPUR,MAHOBA,5281
2392,UPE,HAMIRPUR,MAUDAHA,5284
2393,UPE,HAMIRPUR,RATH,5280
2394,UPE,HARDOI,BILGAM-I (MADHOGANJ),5851
2395,UPE,HARDOI,BILGRAM-II (SANDI),5855
2396,UPE,HARDOI,HARDOI-I (HARDOI),5852
2397,UPE,HARDOI,HARDOI-II (BAGHAVLI),5850
2398,UPE,HARDOI,SANDILA,5854
2399,UPE,HARDOI,SHAHABAD,5853
2400,UPE,JAUNPUR,JAUNPUR,5452
2401,UPE,JAUNPUR,KERAKAT,5450
2402,UPE,JAUNPUR,MACHLISHAHAR,5454
2403,UPE,JAUNPUR,MARIYAHU,5451
2404,UPE,JAUNPUR,SHAHGANJ,5453
2405,UPE,JHANSI,CHIRGAON (MOTH),5170
2406,UPE,JHANSI,GARAUTH,5171
2407,UPE,JHANSI,JHANSI,5174
2408,UPE,JHANSI,LALITPUR-I (LALITPUR),5176
2409,UPE,JHANSI,LALITPUR-II (TALBEHAT),5175
2410,UPE,JHANSI,MAURANIPUR,5178
2411,UPE,JHANSI,MEHRAUN,5172
2412,UPE,KANPUR,AKBARPUR,5111
2413,UPE,KANPUR,BHOGNIPUR (PAKHRAYAN),5113
2414,UPE,KANPUR,BILHAUR,5112
2415,UPE,KANPUR,DERAPUR (JHINJAK),5114
2416,UPE,KANPUR,GHATAMPUR,5115
2417,UPE,KANPUR,KANPUR,512
2418,UPE,LAKHIMPUR KHERI,KHERI-I (KHERI),5872
2419,UPE,LAKHIMPUR KHERI,KHERI-II (BHIRA),5870
2420,UPE,LAKHIMPUR KHERI,MOHAMDI-I (MOHAMDI),5876
2421,UPE,LAKHIMPUR KHERI,MOHAMDI-II (MAIGALGANJ),5875
2422,UPE,LAKHIMPUR KHERI,NIGHASAN-I (PALLIAKALAN),5871
2423,UPE,LAKHIMPUR KHERI,NIGHASAN-II (TIKONIA),5873
2424,UPE,LAKHIMPUR KHERI,NIGHASAN-III (DHAURAHRA),5874
2425,UPE,LUCKNOW,LUCKNOW,522
2426,UPE,LUCKNOW,MALIHABAD,5212
2427,UPE,MAINPURI,BHOGAON,5673
2428,UPE,MAINPURI,JASRANA,5671
2429,UPE,MAINPURI,KARHAL,5677
2430,UPE,MAINPURI,MAINPURI,5672
2431,UPE,MAINPURI,SHIKOHABAD,5676
2432,UPE,MIRZAPUR,CHUNUR,5443
2433,UPE,MIRZAPUR,DUDHI-I (DUDHI),5447
2434,UPE,MIRZAPUR,DUDHI-II (PIPRI),5446
2435,UPE,MIRZAPUR,MIRZAPUR-I (MIRZAPUR),5442
2436,UPE,MIRZAPUR,MIRZAPUR-II (HALLIA),5440
2437,UPE,MIRZAPUR,ROBERTSGANJ -II (OBRA),5445
2438,UPE,MIRZAPUR,ROBERTSGANJ-I,5444
2439,UPE,ORAI,JALAUN,5168
2440,UPE,ORAI,KALPI,5164
2441,UPE,ORAI,KONCH,5165
2442,UPE,ORAI,ORAI,5162
2443,UPE,PRATAPGARH,KUNDA,5341
2444,UPE,PRATAPGARH,PATTI,5343
2445,UPE,PRATAPGARH,PRATAPGARH,5342
2446,UPE,RAIBAREILLY,DALMAU-I (DALMAU),5317
2447,UPE,RAIBAREILLY,DALMAU-II (LALGANJ),5315
2448,UPE,RAIBAREILLY,RAIBARELI,535
2449,UPE,RAIBAREILLY,SALON -I (SALON),5311
2450,UPE,RAIBAREILLY,SALON-II (JAIS),5313
2451,UPE,SAHJAHANPUR,JALALABAD,5843
2452,UPE,SAHJAHANPUR,POWAYAN,5844
2453,UPE,SAHJAHANPUR,SHAHJAHANPUR,5842
2454,UPE,SAHJAHANPUR,TILHAR,5841
2455,UPE,SITAPUR,BISWAN,5863
2456,UPE,SITAPUR,MISRIKH -I (MISRIKH),5865
2457,UPE,SITAPUR,MISRIKH-II (AURANGABAD),5861
2458,UPE,SITAPUR,SIDHAULI (MAHMODABAD),5864
2459,UPE,SITAPUR,SITAPUR,5862
2460,UPE,SULTANPUR,AMETHI,5368
2461,UPE,SULTANPUR,KADIPUR,5364
2462,UPE,SULTANPUR,MUSAFIRKHANA,5361
2463,UPE,SULTANPUR,SULTANPUR,5362
2464,UPE,UNNAO,HASANGANJ,5143
2465,UPE,UNNAO,PURWA (BIGHAPUR),5142
2466,UPE,UNNAO,SAFIPUR,5144
2467,UPE,UNNAO,UNNAO,515
2468,UPE,VARANSI,BHADOHI,5414
2469,UPE,VARANSI,CHAKIA,5413
2470,UPE,VARANSI,CHANDAULI (MUGALSARAI),5412
2471,UPE,VARANSI,VARANSI,542
2472,UPW,AGRA,ACHHNERA,5613
2473,UPW,AGRA,AGRA,562
2474,UPW,AGRA,FEROZABAD,5612
2475,UPW,AGRA,JARAR,5614
2476,UPW,ALIGARH,ALIGARH,571
2477,UPW,ALIGARH,ATRAULI,5723
2478,UPW,ALIGARH,HATHRAS,5722
2479,UPW,ALIGARH,KHAIR,5724
2480,UPW,ALIGARH,SIKANDRA RAO,5721
2481,UPW,BADAUN,BADAUN,5832
2482,UPW,BADAUN,BISAULI,5834
2483,UPW,BADAUN,DATAGANJ,5831
2484,UPW,BADAUN,GUNNAUR,5836
2485,UPW,BADAUN,SAHASWAN,5833
2486,UPW,BAREILLY,AONLA -I,5823
2487,UPW,BAREILLY,AONLA-II (RAMNAGAR),5824
2488,UPW,BAREILLY,BAHERI,5822
2489,UPW,BAREILLY,BAREILLY,581
2490,UPW,BAREILLY,NAWABGANJ,5825
2491,UPW,BAREILLY,PITAMBERPUR,5821
2492,UPW,BIJNORE,BIJNORE-I,1342
2493,UPW,BIJNORE,BIJNORE-II (CHANDPUR),1345
2494,UPW,BIJNORE,DHAMPUR,1344
2495,UPW,BIJNORE,NAGINA,1343
2496,UPW,BIJNORE,NAJIBABAD,1341
2497,UPW,ETAH,ALIGANJ (GANJDUNDWARA),5740
2498,UPW,ETAH,ETAH,5742
2499,UPW,ETAH,JALESAR,5745
2500,UPW,ETAH,KASGANJ,5744
2501,UPW,GHAZIABAD,BULANDSHAHR,5732
2502,UPW,GHAZIABAD,DEBAI,5734
2503,UPW,GHAZIABAD,GARHMUKTESHWAR,5731
2504,UPW,GHAZIABAD,GHAZIABAD+DADRI,120
2505,UPW,GHAZIABAD,HAPUR,122
2506,UPW,GHAZIABAD,KHURJA,5738
2507,UPW,GHAZIABAD,MODINAGAR,1232
2508,UPW,GHAZIABAD,PAHASU,5733
2509,UPW,GHAZIABAD,SIKANDRABAD,5735
2510,UPW,GHAZIABAD,SIYANA,5736
2511,UPW,MATHURA,CHHATA (KOSIKALAN),5662
2512,UPW,MATHURA,MANT (VRINDAVAN),5664
2513,UPW,MATHURA,MATHURA,565
2514,UPW,MATHURA,SADABAD,5661
2515,UPW,MEERUT,BAGHPAT-II (BARAUT),1234
2516,UPW,MEERUT,MAWANA,1233
2517,UPW,MEERUT,MEERUT,121
2518,UPW,MEERUT,SARDHANA,1237
2519,UPW,MORADABAD,AMROHA,5922
2520,UPW,MORADABAD,BILARI,5921
2521,UPW,MORADABAD,HASANPUR,5924
2522,UPW,MORADABAD,MORADABAD,591
2523,UPW,MORADABAD,SAMBHAL,5923
2524,UPW,MUZAFFARNAGAR,BUDHANA,1392
2525,UPW,MUZAFFARNAGAR,JANSATH (KHATAULI),1396
2526,UPW,MUZAFFARNAGAR,KAIRANA (SHAMLI),1398
2527,UPW,MUZAFFARNAGAR,MUZAFFAR NAGAR,131
2528,UPW,PILIBHIT,BISALPUR,5881
2529,UPW,PILIBHIT,PILIBHIT,5882
2530,UPW,PILIBHIT,PURANPUR,5880
2531,UPW,RAMPUR,RAMPUR,595
2532,UPW,RAMPUR,SHAHABAD,5960
2533,UPW,SAHARANPUR,DEOBAND,1336
2534,UPW,SAHARANPUR,NAKUR (GANGOH),1331
2535,UPW,SAHARANPUR,SAHARANPUR,132
2536,UPW,ALMORA,ALMORA,5962
2537,UPW,ALMORA,BAGESHWAR,5963
2538,UPW,ALMORA,CHAMPAWAT,5965
2539,UPW,ALMORA,DHARCHULA,5967
2540,UPW,ALMORA,MUNSIARI,5961
2541,UPW,ALMORA,PITHORAGARH,5964
2542,UPW,ALMORA,RANIKHET,5966
2543,UPW,DEHRADUN,CHAKRATA (DAKPATHER),1360
2544,UPW,DEHRADUN,DEHRADUN,135
2545,UPW,KOTDWARA,CHAMOLI,1372
2546,UPW,KOTDWARA,JOSHIMATH-I,1389
2547,UPW,KOTDWARA,JOSHIMATH-II (BADRINATH),1381
2548,UPW,KOTDWARA,KARAN PRAYAG,1363
2549,UPW,KOTDWARA,LANSDOWN-I,1386
2550,UPW,KOTDWARA,LANSDOWN-II (KOTDWARA),1382
2551,UPW,KOTDWARA,LANSDOWN-III (SYUNSI),1348
2552,UPW,KOTDWARA,PAURI-I,1368
2553,UPW,KOTDWARA,PAURI-II (BUBAKHAL),1346
2554,UPW,KOTDWARA,UKHIMATH (GUPTKASHI),1364
2555,UPW,NAINITAL,HALDWANI-I,5946
2556,UPW,NAINITAL,HALDWANI-II (CHORGALIAN),5945
2557,UPW,NAINITAL,KASHIPUR,5947
2558,UPW,NAINITAL,KHATIMA,5943
2559,UPW,NAINITAL,KHATIMA-II (SITARGANJ),5948
2560,UPW,NAINITAL,KICHHA-I (RUDRAPUR),5944
2561,UPW,NAINITAL,KICHHA-II (BAZPUR),5949
2562,UPW,NAINITAL,NAINITAL,5942
2563,UPW,SAHARANPUR,ROORKEE-I,1332
2564,UPW,SAHARANPUR,ROORKEE-II (HARDWAR),1334
2565,UPW,UTTARKASHI,BHATWARI-I (UTTARKASHI),1374
2566,UPW,UTTARKASHI,BHATWARI-I (GANGOTRI),1377
2567,UPW,UTTARKASHI,DEOPRAYAG-I,1378
2568,UPW,UTTARKASHI,DEOPRAYAG-II (JAKHOLI),1370
2569,UPW,UTTARKASHI,DUNDA,1371
2570,UPW,UTTARKASHI,PARTAPNAGAR,1379
2571,UPW,UTTARKASHI,PUROLA,1373
2572,UPW,UTTARKASHI,RAJGARHI,1375
2573,UPW,UTTARKASHI,TEHRI,1376
2574,WB,ASANSOL,ASANSOL,341
2575,WB,ASANSOL,BURDWAN,342
2576,WB,ASANSOL,DURGAPUR,343
2577,WB,ASANSOL,GUSKARA,3452
2578,WB,ASANSOL,KALNA,3454
2579,WB,ASANSOL,KATWA,3453
2580,WB,ASANSOL,SEHARABAZAR,3451
2581,WB,BALURGHAT (RAIGANJ),BALURGHAT,3522
2582,WB,BALURGHAT (RAIGANJ),DALKHOLA,3525
2583,WB,BALURGHAT (RAIGANJ),GANGARAMPUR,3521
2584,WB,BALURGHAT (RAIGANJ),HARIRAMPUR,3524
2585,WB,BALURGHAT (RAIGANJ),ISLAMPUR (ND),3526
2586,WB,BALURGHAT (RAIGANJ),RAIGANJ,3523
2587,WB,BANKURA,BANKURA,3242
2588,WB,BANKURA,BISHNUPUR,3244
2589,WB,BANKURA,GANGAJALGHATI,3241
2590,WB,BANKURA,KHATRA,3243
2591,WB,BERHAMPUR,BERHAMPUR,3482
2592,WB,BERHAMPUR,DHULIYAN,3485
2593,WB,BERHAMPUR,ISLAMPUR (M),3481
2594,WB,BERHAMPUR,KANDI,3484
2595,WB,BERHAMPUR,MURSHIDABAD (JIAGANJ),3483
2596,WB,KOLKATA,ARAMBAG,3211
2597,WB,KOLKATA,BASIRHAT,3217
2598,WB,KOLKATA,BONGOAN,3215
2599,WB,KOLKATA,KOLKATA,33
2600,WB,KOLKATA,CANNING,3218
2601,WB,KOLKATA,CHAMPADANGA,3212
2602,WB,KOLKATA,DHANIAKHALI,3213
2603,WB,KOLKATA,DIAMOND HARBOUR,3174
2604,WB,KOLKATA,HABRA,3216
2605,WB,KOLKATA,JAGATBALLAVPUR,3214
2606,WB,KOLKATA,KAKDWIP,3210
2607,WB,COOCHBEHAR,COOCHBEHAR,3582
2608,WB,COOCHBEHAR,DINHATA,3581
2609,WB,COOCHBEHAR,MATHABHANGA,3583
2610,WB,COOCHBEHAR,MEKHLIGANJ,3584
2611,WB,DARJEELING (SILIGURI),DARJEELING,354
2612,WB,DARJEELING (SILIGURI),KALIMPONG,3552
2613,WB,DARJEELING (SILIGURI),SILIGURI,353
2614,WB,GANGTOK,GANGTOK,3592
2615,WB,GANGTOK,GAUZING (NAYABAZAR),3595
2616,WB,JALPAIGURI,ALIPURDUAR,3564
2617,WB,JALPAIGURI,BIRPARA,3563
2618,WB,JALPAIGURI,JALPAIGURI,3561
2619,WB,JALPAIGURI,KALCHINI,3566
2620,WB,JALPAIGURI,MAL BAZAR,3562
2621,WB,JALPAIGURI,NAGARAKATA,3565
2622,WB,KRISHNANAGAR,BETHUADAHARI,3474
2623,WB,KRISHNANAGAR,KARIMPUR,3471
2624,WB,KRISHNANAGAR,KRISHNA NAGAR,3472
2625,WB,KRISHNANAGAR,RANAGHAT,3473
2626,WB,MALDA,BUBULCHANDI,3511
2627,WB,MALDA,HARISHCHANDRAPUR,3513
2628,WB,MALDA,MALDA,3512
2629,WB,MIDNAPUR (KHARAGPUR),AMLAGORA,3227
2630,WB,MIDNAPUR (KHARAGPUR),CONTAI,3220
2631,WB,MIDNAPUR (KHARAGPUR),DANTAN,3229
2632,WB,MIDNAPUR (KHARAGPUR),GHATAL,3225
2633,WB,MIDNAPUR (KHARAGPUR),HALDIA,3224
2634,WB,MIDNAPUR (KHARAGPUR),JHARGRAM,3221
2635,WB,MIDNAPUR (KHARAGPUR),KHARAGPUR,3222
2636,WB,MIDNAPUR (KHARAGPUR),NAYAGARH (KULTIKRI),3223
2637,WB,MIDNAPUR (KHARAGPUR),TAMLUK,3228
2638,WB,PURULIA,ADRA,3251
2639,WB,PURULIA,JHALDA,3254
2640,WB,PURULIA,MANBAZAR,3253
2641,WB,PURULIA,PURULIA,3252
2642,WB,SURI,BOLPUR,3463
2643,WB,SURI,NALHATI,3465
2644,WB,SURI,RAMPUR HAT,3461
2645,WB,SURI,SURI,3462
